年化成本 K,2014 选出的通过率,分数线,2015 通过率,2015 净收益 $M
0.0,0.9949437165528695,501.851873699388,0.9940429501176571,238.19279934671908
0.02,0.9756966229931722,510.2584194696011,0.9738787249227986,131.9981275359491
0.03,0.9737220889463001,510.7646795529984,0.9718400429642506,79.17186923131683
0.04,0.9267884603555392,518.4119776689773,0.9241447782182556,32.555621267505224
0.05,0.8325951897644092,526.5358960545324,0.8299378855652838,-7.00522613650286
